,type,fixed acidity,volatile acidity_big,citric acid_big,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,CpH-103,CpH-101,CpH-102,sulphates,alcohol,quality,pH_bup,sulphates_bup,alcohol_bup,quality_re,type_2,type_of_coluor,quality_re.1,type_dubl,type_of_coluor.1,the_state_manufacturing ,city,manfacutuered_name ,Quantity
3365,white,7.6,200000,260000,4.8,0.033,26,76,0.99076,2.98,2.98,2.98,0.49,12.3,7,11.66,14.047,16.434,18.821,white,gray,19.821,white,gray,England ,Buenos Aires ,CASTEL FRERES,4514
3366,white,6.2,300000,210000,1.1,0.032,31,111,0.9889,2.97,2.97,2.97,0.42,12.2,6,10.615,12.702,14.789,16.876,white,greeen ,17.876,white,greeen ,England ,paris,CASTEL FRERES,4514
3367,white,6,290000,250000,1.4,0.033,30,114,0.98794,3.08,3.08,3.08,0.43,13.2,6,11.06,13.213,15.366,17.519,white,yellow ,18.519,white,yellow ,England ,Buenos Aires,CASTEL FRERES,4514
3368,white,6.6,180000,280000,1.7,0.041,53,161,0.99207,3.13,3.13,3.13,0.45,10.2,6,9.535,11.371,13.207,15.043,white,brown ,16.043,white,brown ,England ,mancity,CASTEL FRERES,4514
3369,white,7,220000,280000,10.6,0.039,32,117,0.99355,3.05,3.05,3.05,0.55,11.5,7,11.225,13.505,15.785,18.065,white,red,19.065,white,red,England ,"Washington, D.C.",CASTEL FRERES,4514
3370,white,6,290000,250000,1.4,0.033,30,114,0.98794,3.08,3.08,3.08,0.43,13.2,6,11.06,13.213,15.366,17.519,white,black,18.519,white,black,England ,Buenos Aires ,CASTEL FRERES,4514
3371,white,6.2,300000,210000,1.1,0.032,31,111,0.9889,2.97,2.97,2.97,0.42,12.2,6,10.615,12.702,14.789,16.876,white,gray,17.876,white,gray,England ,paris,CASTEL FRERES,4514
3372,white,5.6,150000,260000,5.55,0.051,51,139,0.99336,3.47,3.47,3.47,0.5,11,6,9.765,11.574,13.383,15.192,white,greeen ,16.192,white,greeen ,England ,Buenos Aires,CASTEL FRERES,4514
3373,white,6.9,280000,240000,2.1,0.034,49,121,0.98882,2.98,2.98,2.98,0.43,13.2,7,12.11,14.593,17.076,19.559,white,yellow ,20.559,white,yellow ,England ,mancity,CASTEL FRERES,4514
3374,white,5.9,190000,210000,1.7,0.045,57,135,0.99341,3.32,3.32,3.32,0.44,9.5,5,8.09,9.5,10.91,12.32,white,brown ,13.32,white,brown ,England ,"Washington, D.C.",CASTEL FRERES,4514
3375,white,7.8,220000,260000,9,0.047,38,132,0.997,3.25,3.25,3.25,0.53,10.2,6,9.475,11.267,13.059,14.851,white,red,15.851,white,red,France,Buenos Aires ,CASTEL FRERES,4514
3376,white,6.6,180000,280000,1.7,0.041,53,161,0.99207,3.13,3.13,3.13,0.45,10.2,6,9.535,11.371,13.207,15.043,white,black,16.043,white,black,France,paris,CASTEL FRERES,4514
3377,white,7,400000,250000,1.8,0.05,51,189,0.99174,3,3,3,0.55,11.4,6,10.2,12.185,14.17,16.155,white,gray,17.155,white,gray,France,Buenos Aires,CASTEL FRERES,4514
3378,white,6.1,280000,270000,4.7,0.03,56,140,0.99042,3.16,3.16,3.16,0.42,12.5,8,12.67,15.33,17.99,20.65,white,greeen ,21.65,white,greeen ,France,mancity,CASTEL FRERES,4514
3379,white,7.6,360000,490000,11.3,0.046,87,221,0.9984,3.01,3.01,3.01,0.43,9.2,5,8.095,9.569,11.043,12.517,white,yellow ,13.517,white,yellow ,France,"Washington, D.C.",CASTEL FRERES,4514
3380,white,6.5,280000,340000,3.6,0.04,29,121,0.99111,3.28,3.28,3.28,0.48,12.1,7,11.41,13.688,15.966,18.244,white,brown ,19.244,white,brown ,France,Buenos Aires ,CASTEL FRERES,4514
3381,white,6.9,190000,350000,6.9,0.045,51,125,0.9933,3.1,3.1,3.1,0.44,10.7,7,10.8,12.996,15.192,17.388,white,red,18.388,white,red,USA,paris,CASTEL FRERES,4514
3382,white,6.5,280000,340000,3.6,0.04,29,121,0.99111,3.28,3.28,3.28,0.48,12.1,7,11.41,13.688,15.966,18.244,white,black,19.244,white,black,USA,Buenos Aires,CASTEL FRERES,4514
3383,white,6.4,220000,320000,4.9,0.046,50,156,0.99316,3.38,3.38,3.38,0.55,11.2,6,9.91,11.761,13.612,15.463,white,gray,16.463,white,gray,USA,mancity,CASTEL FRERES,4514
3384,white,6.8,230000,300000,6.95,0.044,42,179,0.9946,3.25,3.25,3.25,0.56,10.6,6,9.675,11.504,13.333,15.162,white,greeen ,16.162,white,greeen ,USA,"Washington, D.C.",CASTEL FRERES,4514
3385,white,6.4,320000,310000,1.9,0.037,34,126,0.99,3.06,3.06,3.06,0.45,11.8,6,10.37,12.387,14.404,16.421,white,yellow ,17.421,white,yellow ,USA,Buenos Aires ,CASTEL FRERES,4514
3386,white,6.1,280000,270000,4.7,0.03,56,140,0.99042,3.16,3.16,3.16,0.42,12.5,8,12.67,15.33,17.99,20.65,white,brown ,21.65,white,brown ,USA,paris,CASTEL FRERES,4514
3387,white,7.6,360000,490000,11.3,0.046,87,221,0.9984,3.01,3.01,3.01,0.43,9.2,5,8.095,9.569,11.043,12.517,white,red,13.517,white,red,USA,Buenos Aires,CASTEL FRERES,4514
3388,white,8.8,390000,350000,1.8,0.096,22,80,0.99016,2.95,2.95,2.95,0.54,12.6,6,10.825,12.946,15.067,17.188,white,black,18.188,white,black,USA,mancity,CASTEL FRERES,4514
3389,white,6.6,240000,300000,11.3,0.026,11,77,0.99381,3.13,3.13,3.13,0.55,12.8,7,11.835,14.221,16.607,18.993,white,gray,19.993,white,gray,USA,"Washington, D.C.",CASTEL FRERES,4514
3390,white,6.9,290000,300000,8.2,0.026,35,112,0.99144,3,3,3,0.37,12.3,6,10.65,12.743,14.836,16.929,white,greeen ,17.929,white,greeen ,Argentina,Buenos Aires ,CASTEL FRERES,4514
3391,white,6.9,280000,300000,8.3,0.026,37,113,0.99139,2.99,2.99,2.99,0.38,12.3,8,12.655,15.35,18.045,20.74,white,yellow ,21.74,white,yellow ,France,paris,CASTEL FRERES,4514
3392,white,6.7,380000,260000,9.55,0.036,35,91,0.9919,2.98,2.98,2.98,0.37,12.4,6,10.71,12.819,14.928,17.037,white,brown ,18.037,white,brown ,Argentina,Buenos Aires,CASTEL FRERES,4514
3393,white,8,280000,300000,8.4,0.03,35,115,0.99192,2.93,2.93,2.93,0.42,12.3,6,10.685,12.794,14.903,17.012,white,red,18.012,white,red,France,mancity,CASTEL FRERES,4514
3394,white,6.5,250000,450000,7.8,0.048,52,188,0.99576,3.2,3.2,3.2,0.53,9.1,5,7.95,9.347,10.744,12.141,white,black,13.141,white,black,Argentina,"Washington, D.C.",CASTEL FRERES,4514
3395,white,6.6,260000,460000,7.8,0.047,48,186,0.9958,3.2,3.2,3.2,0.54,9.1,5,7.95,9.346,10.742,12.138,white,gray,13.138,white,gray,England ,Buenos Aires ,CASTEL FRERES,4514
3396,white,7.4,290000,280000,10.2,0.032,43,138,0.9951,3.1,3.1,3.1,0.47,10.6,6,9.75,11.633,13.516,15.399,white,greeen ,16.399,white,greeen ,USA,paris,CASTEL FRERES,4514
3397,white,6.3,190000,290000,5.5,0.042,44,189,0.99304,3.19,3.19,3.19,0.47,10.3,6,9.555,11.381,13.207,15.033,white,yellow ,16.033,white,yellow ,England ,Buenos Aires,CASTEL FRERES,4514
3398,white,6.1,330000,320000,7.8,0.052,52,183,0.99657,3.39,3.39,3.39,0.65,9.5,5,8.055,9.423,10.791,12.159,white,brown ,13.159,white,brown ,England ,mancity,CASTEL FRERES,4514
3399,white,5.6,320000,330000,7.4,0.037,25,95,0.99268,3.25,3.25,3.25,0.49,11.1,6,9.925,11.811,13.697,15.583,white,red,16.583,white,red,England ,"Washington, D.C.",CASTEL FRERES,4514
3400,white,7.7,460000,180000,3.3,0.054,18,143,0.99392,3.12,3.12,3.12,0.51,10.8,6,9.84,11.733,13.626,15.519,white,black,16.519,white,black,England ,Buenos Aires ,CASTEL FRERES,4514
3401,white,8.8,190000,300000,5,0.028,34,120,0.99242,2.94,2.94,2.94,0.47,11.2,5,9.13,10.821,12.512,14.203,white,gray,15.203,white,gray,England ,paris,CASTEL FRERES,4514
3402,white,7.7,460000,180000,3.3,0.054,18,143,0.99392,3.12,3.12,3.12,0.51,10.8,6,9.84,11.733,13.626,15.519,white,greeen ,16.519,white,greeen ,England ,Buenos Aires,CASTEL FRERES,4514
3403,white,8.8,270000,250000,5,0.024,52,99,0.9925,2.87,2.87,2.87,0.49,11.4,5,9.265,10.995,12.725,14.455,white,yellow ,15.455,white,yellow ,England ,mancity,CASTEL FRERES,4514
3404,white,5.8,180000,280000,1.3,0.034,9,94,0.99092,3.21,3.21,3.21,0.52,11.2,6,9.995,11.9,13.805,15.71,white,brown ,16.71,white,brown ,England ,"Washington, D.C.",CASTEL FRERES,4514
3405,white,5.8,150000,320000,1.2,0.037,14,119,0.99137,3.19,3.19,3.19,0.5,10.2,6,9.505,11.318,13.131,14.944,white,red,15.944,white,red,England ,Buenos Aires ,CASTEL FRERES,4514
3406,white,5.6,320000,330000,7.4,0.037,25,95,0.99268,3.25,3.25,3.25,0.49,11.1,6,9.925,11.811,13.697,15.583,white,black,16.583,white,black,England ,paris,CASTEL FRERES,4514
3407,white,6.1,330000,320000,7.8,0.052,52,183,0.99657,3.39,3.39,3.39,0.65,9.5,5,8.055,9.423,10.791,12.159,white,gray,13.159,white,gray,France,Buenos Aires,CASTEL FRERES,4514
3408,white,7.1,320000,300000,9.9,0.041,63,192,0.99642,3.12,3.12,3.12,0.49,10.2,6,9.54,11.375,13.21,15.045,white,greeen ,16.045,white,greeen ,France,mancity,CASTEL FRERES,4514
3409,white,6.2,230000,350000,0.7,0.051,24,111,0.9916,3.37,3.37,3.37,0.43,11,3,6.815,7.761,8.707,9.653,white,yellow ,10.653,white,yellow ,France,"Washington, D.C.",CASTEL FRERES,4514
3410,white,8.9,300000,350000,4.6,0.032,32,148,0.99458,3.15,3.15,3.15,0.45,11.5,7,11.175,13.435,15.695,17.955,white,brown ,18.955,white,brown ,France,Buenos Aires ,CASTEL FRERES,4514
3411,white,6,140000,170000,5.6,0.036,37,127,0.99373,3.05,3.05,3.05,0.57,9.8,6,9.375,11.183,12.991,14.799,white,red,15.799,white,red,France,paris,CASTEL FRERES,4514
3412,white,6.8,240000,290000,9.5,0.042,56,157,0.99586,3.11,3.11,3.11,0.51,10.1,6,9.495,11.321,13.147,14.973,white,black,15.973,white,black,France,Buenos Aires,CASTEL FRERES,4514
3413,white,6.7,210000,480000,14.8,0.05,31,195,0.99942,2.95,2.95,2.95,0.75,8.8,6,8.925,10.645,12.365,14.085,white,gray,15.085,white,gray,USA,mancity,CASTEL FRERES,4514
3414,white,8.9,300000,350000,4.6,0.032,32,148,0.99458,3.15,3.15,3.15,0.45,11.5,7,11.175,13.435,15.695,17.955,white,greeen ,18.955,white,greeen ,USA,"Washington, D.C.",CASTEL FRERES,4514
3415,white,6.1,300000,300000,2.1,0.031,50,163,0.9895,3.39,3.39,3.39,0.43,12.7,7,11.655,13.965,16.275,18.585,white,yellow ,19.585,white,yellow ,USA,Buenos Aires ,CASTEL FRERES,4514
3416,white,7.2,370000,400000,11.6,0.032,34,214,0.9963,3.1,3.1,3.1,0.51,9.8,6,9.35,11.149,12.948,14.747,white,brown ,15.747,white,brown ,USA,paris,CASTEL FRERES,4514
3417,white,6.7,640000,300000,1.2,0.03,18,76,0.9892,3.16,3.16,3.16,0.6,12.9,4,8.87,10.352,11.834,13.316,white,red,14.316,white,red,USA,Buenos Aires,CASTEL FRERES,4514
3418,white,7.2,370000,400000,11.6,0.032,34,214,0.9963,3.1,3.1,3.1,0.51,9.8,6,9.35,11.149,12.948,14.747,white,black,15.747,white,black,USA,mancity,CASTEL FRERES,4514
3419,white,6.1,300000,300000,2.1,0.031,50,163,0.9895,3.39,3.39,3.39,0.43,12.7,7,11.655,13.965,16.275,18.585,white,gray,19.585,white,gray,USA,"Washington, D.C.",CASTEL FRERES,4514
3420,white,7.6,280000,490000,20.15,0.06,30,145,1.00196,3.01,3.01,3.01,0.44,8.5,5,7.745,9.148,10.551,11.954,white,greeen ,12.954,white,greeen ,USA,Buenos Aires ,CASTEL FRERES,4514
3421,white,6.3,290000,280000,4.7,0.059,28,81,0.99036,3.24,3.24,3.24,0.56,12.7,8,12.73,15.372,18.014,20.656,white,yellow ,21.656,white,yellow ,USA,paris,CASTEL FRERES,4514
3422,white,6.2,280000,280000,4.3,0.026,22,105,0.989,2.98,2.98,2.98,0.64,13.1,8,13.06,15.812,18.564,21.316,white,brown ,22.316,white,brown ,Argentina,Buenos Aires,CASTEL FRERES,4514
3423,white,7.1,180000,390000,14.5,0.051,48,156,0.99947,3.35,3.35,3.35,0.78,9.1,5,7.875,9.202,10.529,11.856,white,red,12.856,white,red,France,mancity,CASTEL FRERES,4514
3424,white,6.4,320000,270000,4.9,0.034,18,122,0.9916,3.36,3.36,3.36,0.71,12.5,6,10.57,12.541,14.512,16.483,white,black,17.483,white,black,Argentina,"Washington, D.C.",�ACCOLADE WINES,4514
3425,white,7.1,170000,400000,14.55,0.047,47,156,0.99945,3.34,3.34,3.34,0.78,9.1,6,8.88,10.51,12.14,13.77,white,gray,14.77,white,gray,France,Buenos Aires ,�ACCOLADE WINES,4514
3426,white,7.1,170000,400000,14.55,0.047,47,156,0.99945,3.34,3.34,3.34,0.78,9.1,6,8.88,10.51,12.14,13.77,white,greeen ,14.77,white,greeen ,Argentina,paris,�ACCOLADE WINES,4514
3427,white,5.8,240000,260000,10.05,0.039,63,162,0.99375,3.33,3.33,3.33,0.5,11.2,6,9.935,11.806,13.677,15.548,white,yellow ,16.548,white,yellow ,England ,Buenos Aires,�ACCOLADE WINES,4514
3428,white,6.4,320000,270000,4.9,0.034,18,122,0.9916,3.36,3.36,3.36,0.71,12.5,6,10.57,12.541,14.512,16.483,white,brown ,17.483,white,brown ,USA,mancity,�ACCOLADE WINES,4514
3429,white,7.1,180000,390000,14.5,0.051,48,156,0.99947,3.35,3.35,3.35,0.78,9.1,5,7.875,9.202,10.529,11.856,white,red,12.856,white,red,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3430,white,7.1,170000,400000,14.55,0.047,47,156,0.99945,3.34,3.34,3.34,0.78,9.1,6,8.88,10.51,12.14,13.77,white,black,14.77,white,black,England ,Buenos Aires ,�ACCOLADE WINES,4514
3431,white,7.1,180000,390000,15.25,0.047,45,158,0.99946,3.34,3.34,3.34,0.77,9.1,6,8.88,10.511,12.142,13.773,white,gray,14.773,white,gray,England ,paris,�ACCOLADE WINES,4514
3432,white,7.8,290000,290000,3.15,0.044,41,117,0.99153,3.24,3.24,3.24,0.35,11.5,5,9.13,10.773,12.416,14.059,white,greeen ,15.059,white,greeen ,England ,Buenos Aires,�ACCOLADE WINES,4514
3433,white,6.2,255000,270000,1.3,0.037,30,86,0.98834,3.05,3.05,3.05,0.59,12.9,7,11.925,14.341,16.757,19.173,white,yellow ,20.173,white,yellow ,England ,mancity,�ACCOLADE WINES,4514
3434,white,8.2,340000,290000,5.2,0.076,19,92,0.99138,2.95,2.95,2.95,0.39,12.5,6,10.775,12.901,15.027,17.153,white,brown ,18.153,white,brown ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3435,white,6.5,240000,280000,1.1,0.034,26,83,0.98928,3.25,3.25,3.25,0.33,12.3,6,10.525,12.547,14.569,16.591,white,red,17.591,white,red,England ,Buenos Aires ,�ACCOLADE WINES,4514
3436,white,6.9,240000,230000,7.1,0.041,20,97,0.99246,3.1,3.1,3.1,0.85,11.4,6,10.15,12.075,14,15.925,white,black,16.925,white,black,England ,paris,�ACCOLADE WINES,4514
3437,white,6.7,400000,220000,8.8,0.052,24,113,0.99576,3.22,3.22,3.22,0.45,9.4,5,8.09,9.519,10.948,12.377,white,gray,13.377,white,gray,England ,Buenos Aires,�ACCOLADE WINES,4514
3438,white,6.7,300000,440000,18.5,0.057,65,224,0.99956,3.11,3.11,3.11,0.53,9.1,5,7.995,9.419,10.843,12.267,white,greeen ,13.267,white,greeen ,England ,mancity,�ACCOLADE WINES,4514
3439,white,6.7,400000,220000,8.8,0.052,24,113,0.99576,3.22,3.22,3.22,0.45,9.4,5,8.09,9.519,10.948,12.377,white,yellow ,13.377,white,yellow ,France,"Washington, D.C.",�ACCOLADE WINES,4514
3440,white,6.8,170000,320000,1.4,0.04,35,106,0.99026,3.16,3.16,3.16,0.66,12,5,9.42,11.106,12.792,14.478,white,brown ,15.478,white,brown ,France,Buenos Aires ,�ACCOLADE WINES,4514
3441,white,7.1,250000,280000,1.2,0.04,31,111,0.99174,3.18,3.18,3.18,0.53,11.1,5,8.96,10.563,12.166,13.769,white,red,14.769,white,red,France,paris,�ACCOLADE WINES,4514
3442,white,5.9,270000,270000,5,0.035,14,97,0.99058,3.1,3.1,3.1,0.33,11.8,7,11.35,13.667,15.984,18.301,white,black,19.301,white,black,France,Buenos Aires,�ACCOLADE WINES,4514
3443,white,6,160000,220000,1.6,0.042,36,106,0.9905,3.24,3.24,3.24,0.32,11.4,6,10.08,12.016,13.952,15.888,white,gray,16.888,white,gray,France,mancity,�ACCOLADE WINES,4514
3444,white,6.7,300000,440000,18.75,0.057,65,224,0.99956,3.11,3.11,3.11,0.53,9.1,5,7.995,9.419,10.843,12.267,white,greeen ,13.267,white,greeen ,France,"Washington, D.C.",�ACCOLADE WINES,4514
3445,white,6.6,150000,320000,6,0.033,59,128,0.99192,3.19,3.19,3.19,0.71,12.1,8,12.455,15.037,17.619,20.201,white,yellow ,21.201,white,yellow ,USA,Buenos Aires ,�ACCOLADE WINES,4514
3446,white,7.3,340000,300000,9.4,0.057,34,178,0.99554,3.15,3.15,3.15,0.44,10.4,6,9.625,11.476,13.327,15.178,white,brown ,16.178,white,brown ,USA,paris,�ACCOLADE WINES,4514
3447,white,6,170000,290000,9.7,0.044,33,98,0.99536,3.12,3.12,3.12,0.36,9.2,6,9.04,10.788,12.536,14.284,white,red,15.284,white,red,USA,Buenos Aires,�ACCOLADE WINES,4514
3448,white,6.7,470000,290000,4.75,0.034,29,134,0.99056,3.29,3.29,3.29,0.46,13,7,11.855,14.222,16.589,18.956,white,black,19.956,white,black,USA,mancity,�ACCOLADE WINES,4514
3449,white,6.6,150000,320000,6,0.033,59,128,0.99192,3.19,3.19,3.19,0.71,12.1,8,12.455,15.037,17.619,20.201,white,gray,21.201,white,gray,USA,"Washington, D.C.",�ACCOLADE WINES,4514
3450,white,6.6,210000,290000,5.35,0.029,43,106,0.99112,2.93,2.93,2.93,0.43,11.5,7,11.285,13.613,15.941,18.269,white,greeen ,19.269,white,greeen ,USA,Buenos Aires ,�ACCOLADE WINES,4514
3451,white,6.6,210000,290000,5.35,0.029,43,106,0.99112,2.93,2.93,2.93,0.43,11.5,7,11.285,13.613,15.941,18.269,white,yellow ,19.269,white,yellow ,USA,paris,�ACCOLADE WINES,4514
3452,white,8,240000,480000,6.8,0.047,13,134,0.99616,3.23,3.23,3.23,0.7,10,5,8.385,9.846,11.307,12.768,white,brown ,13.768,white,brown ,USA,Buenos Aires,�ACCOLADE WINES,4514
3453,white,5.6,340000,300000,6.9,0.038,23,89,0.99266,3.25,3.25,3.25,0.49,11.1,6,9.925,11.811,13.697,15.583,white,red,16.583,white,red,USA,mancity,�ACCOLADE WINES,4514
3454,white,5.8,540000,0,1.4,0.033,40,107,0.98918,3.26,3.26,3.26,0.35,12.4,5,9.57,11.297,13.024,14.751,white,black,15.751,white,black,Argentina,"Washington, D.C.",�ACCOLADE WINES,4514
3455,white,7.3,230000,240000,0.9,0.031,29,86,0.98926,2.9,2.9,2.9,0.38,12.2,6,10.65,12.762,14.874,16.986,white,gray,17.986,white,gray,France,Buenos Aires ,�ACCOLADE WINES,4514
3456,white,6,390000,130000,1.2,0.042,60,172,0.99114,3.06,3.06,3.06,0.52,10.6,5,8.77,10.36,11.95,13.54,white,greeen ,14.54,white,greeen ,Argentina,paris,�ACCOLADE WINES,4514
3457,white,6.1,105000,310000,1.3,0.037,55,145,0.9912,3.41,3.41,3.41,0.41,11.1,7,10.845,12.991,15.137,17.283,white,yellow ,18.283,white,yellow ,France,Buenos Aires,�ACCOLADE WINES,4514
3458,white,5.8,320000,200000,2.6,0.027,17,123,0.98936,3.36,3.36,3.36,0.78,13.9,7,12.27,14.674,17.078,19.482,white,brown ,20.482,white,brown ,Argentina,mancity,�ACCOLADE WINES,4514
3459,white,7.6,220000,280000,12,0.056,68,143,0.9983,2.99,2.99,2.99,0.3,9.2,6,9.105,10.898,12.691,14.484,white,red,15.484,white,red,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3460,white,6.8,190000,400000,9.85,0.055,41,103,0.99532,2.98,2.98,2.98,0.56,10.5,6,9.76,11.66,13.56,15.46,white,black,16.46,white,black,USA,Buenos Aires ,�ACCOLADE WINES,4514
3461,white,6.7,240000,300000,3.85,0.042,105,179,0.99189,3.04,3.04,3.04,0.59,11.3,8,12.13,14.689,17.248,19.807,white,gray,20.807,white,gray,England ,paris,�ACCOLADE WINES,4514
3462,white,6.8,170000,340000,2,0.04,38,111,0.99,3.24,3.24,3.24,0.45,12.9,6,10.83,12.903,14.976,17.049,white,greeen ,18.049,white,greeen ,England ,Buenos Aires,�ACCOLADE WINES,4514
3463,white,6.2,300000,310000,1.6,0.035,40,106,0.98914,3.26,3.26,3.26,0.39,12.9,7,11.82,14.193,16.566,18.939,white,yellow ,19.939,white,yellow ,England ,mancity,�ACCOLADE WINES,4514
3464,white,6.9,290000,410000,7.8,0.046,52,171,0.99537,3.12,3.12,3.12,0.51,9.6,5,8.24,9.713,11.186,12.659,white,brown ,13.659,white,brown ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3465,white,6.8,190000,340000,1.9,0.04,41,108,0.99,3.25,3.25,3.25,0.45,12.9,6,10.825,12.895,14.965,17.035,white,red,18.035,white,red,England ,Buenos Aires ,�ACCOLADE WINES,4514
3466,white,6.8,170000,340000,2,0.04,38,111,0.99,3.24,3.24,3.24,0.45,12.9,6,10.83,12.903,14.976,17.049,white,black,18.049,white,black,England ,paris,�ACCOLADE WINES,4514
3467,white,6.6,240000,270000,10.3,0.047,54,219,0.99742,3.04,3.04,3.04,0.45,8.8,5,7.88,9.303,10.726,12.149,white,gray,13.149,white,gray,England ,Buenos Aires,�ACCOLADE WINES,4514
3468,white,6.6,160000,360000,1.1,0.031,27,93,0.98884,3.23,3.23,3.23,0.34,13.2,8,12.985,15.702,18.419,21.136,white,greeen ,22.136,white,greeen ,England ,mancity,�ACCOLADE WINES,4514
3469,white,7.6,220000,280000,12,0.056,68,143,0.9983,2.99,2.99,2.99,0.3,9.2,6,9.105,10.898,12.691,14.484,white,yellow ,15.484,white,yellow ,England ,"Washington, D.C.",�ACCOLADE WINES,4514
3470,white,6.7,240000,300000,3.85,0.042,105,179,0.99189,3.04,3.04,3.04,0.59,11.3,8,12.13,14.689,17.248,19.807,white,brown ,20.807,white,brown ,England ,Buenos Aires ,�ACCOLADE WINES,4514
3471,white,6.8,190000,400000,9.85,0.055,41,103,0.99532,2.98,2.98,2.98,0.56,10.5,6,9.76,11.66,13.56,15.46,white,red,16.46,white,red,France,paris,�ACCOLADE WINES,4514
3472,white,6.7,160000,360000,2,0.045,24,131,0.99284,3.3,3.3,3.3,0.59,10.5,6,9.6,11.401,13.202,15.003,white,black,16.003,white,black,France,Buenos Aires,�ACCOLADE WINES,4514
3473,white,6.5,300000,270000,4,0.038,37,97,0.99026,3.2,3.2,3.2,0.6,12.6,8,12.7,15.34,17.98,20.62,white,gray,21.62,white,gray,France,mancity,�ACCOLADE WINES,4514
3474,white,6.5,220000,190000,1.1,0.064,36,191,0.99297,3.05,3.05,3.05,0.5,9.5,6,9.225,11.01,12.795,14.58,white,greeen ,15.58,white,greeen ,France,"Washington, D.C.",�PERNOD RICARD,4514
3475,white,6.2,360000,450000,10.4,0.06,22,184,0.99711,3.31,3.31,3.31,0.56,9.8,6,9.245,10.976,12.707,14.438,white,yellow ,15.438,white,yellow ,France,Buenos Aires ,�PERNOD RICARD,4514
3476,white,6.2,370000,240000,6.1,0.032,19,86,0.98934,3.04,3.04,3.04,0.26,13.4,8,13.18,15.982,18.784,21.586,white,brown ,22.586,white,brown ,France,paris,�PERNOD RICARD,4514
3477,white,7.6,310000,240000,1.8,0.037,39,150,0.9913,3.05,3.05,3.05,0.44,11.8,7,11.375,13.696,16.017,18.338,white,red,19.338,white,red,USA,Buenos Aires,�PERNOD RICARD,4514
3478,white,6.2,360000,450000,10.4,0.06,22,184,0.99711,3.31,3.31,3.31,0.56,9.8,6,9.245,10.976,12.707,14.438,white,black,15.438,white,black,USA,mancity,�PERNOD RICARD,4514
3479,white,5.9,320000,280000,4.7,0.039,34,94,0.98964,3.22,3.22,3.22,0.57,13.1,7,11.94,14.327,16.714,19.101,white,gray,20.101,white,gray,USA,"Washington, D.C.",�PERNOD RICARD,4514
3480,white,6.5,300000,270000,4,0.038,37,97,0.99026,3.2,3.2,3.2,0.6,12.6,8,12.7,15.34,17.98,20.62,white,greeen ,21.62,white,greeen ,USA,Buenos Aires ,�PERNOD RICARD,4514
3481,white,5.8,220000,300000,1.1,0.047,36,131,0.992,3.26,3.26,3.26,0.45,10.4,5,8.57,10.087,11.604,13.121,white,yellow ,14.121,white,yellow ,USA,paris,�PERNOD RICARD,4514
3482,white,5.4,450000,270000,6.4,0.033,20,102,0.98944,3.22,3.22,3.22,0.27,13.4,8,13.09,15.837,18.584,21.331,white,brown ,22.331,white,brown ,USA,Buenos Aires,�PERNOD RICARD,4514
3483,white,6.1,360000,260000,8.15,0.035,14,88,0.99031,3.06,3.06,3.06,0.27,13,7,11.97,14.425,16.88,19.335,white,red,20.335,white,red,USA,mancity,�PERNOD RICARD,4514
3484,white,6.2,370000,240000,6.1,0.032,19,86,0.98934,3.04,3.04,3.04,0.26,13.4,8,13.18,15.982,18.784,21.586,white,black,22.586,white,black,USA,"Washington, D.C.",�PERNOD RICARD,4514
3485,white,7.5,210000,320000,4.8,0.056,39,113,0.99393,3.11,3.11,3.11,0.52,10.2,7,10.545,12.68,14.815,16.95,white,gray,17.95,white,gray,USA,Buenos Aires ,�PERNOD RICARD,4514
3486,white,6.9,280000,330000,1.2,0.039,16,98,0.9904,3.07,3.07,3.07,0.39,11.7,6,10.315,12.325,14.335,16.345,white,greeen ,17.345,white,greeen ,Argentina,paris,�PERNOD RICARD,4514
3487,white,6.5,220000,190000,1.1,0.064,36,191,0.99297,3.05,3.05,3.05,0.5,9.5,6,9.225,11.01,12.795,14.58,white,yellow ,15.58,white,yellow ,France,Buenos Aires,�PERNOD RICARD,4514
3488,white,7.8,200000,200000,1.4,0.036,25,83,0.99088,3.03,3.03,3.03,0.46,11.7,6,10.335,12.35,14.365,16.38,white,brown ,17.38,white,brown ,Argentina,mancity,�PERNOD RICARD,4514
3489,white,6.7,280000,310000,7.4,0.041,7,81,0.99254,3.04,3.04,3.04,0.47,11.4,8,12.18,14.761,17.342,19.923,white,red,20.923,white,red,France,"Washington, D.C.",�PERNOD RICARD,4514
3490,white,7.6,310000,240000,1.8,0.037,39,150,0.9913,3.05,3.05,3.05,0.44,11.8,7,11.375,13.696,16.017,18.338,white,black,19.338,white,black,Argentina,Buenos Aires ,�PERNOD RICARD,4514
